Errif,Errif Jealwind |,Male |,,Gnoll |,Alive |,Pallass |,Izril |,Pallass |,Merchant |,Non-combat |,,4,76,5
Troydel,Troydel | Troy |,Male |,,Human |,Alive |,Pallass | Earthers,Izril |,Invrisil | The Wandering Inn | Pallass |,Layabout |,Non-combat |,,4,852,2
Relz,Relz Hauscale | Sir Relz |,Male |,,Drake |,Alive |,Pallass | Wistram News Network,Izril |,Pallass |,News |,Non-combat |,https://wiki.wanderinginn.com/images/8/81/Sir_Relz_by_DemonicCriminal.jpg,4,1042,5
Levil,Levil |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Reizmelt |,Adventurer |,Mage |,,4,136,6
Emme,Emme |,Female |,,Dwarf | ,Alive |,Players of Celum |,Izril |,Celum | Invrisil |,Performer |,Non-combat |,https://wiki.wanderinginn.com/images/5/5d/Emme_by_Enuryn.png,4,330,5
Pralcem,Pralcem |,Male |,,Gnoll |,Alive |,Players of Celum |,Izril |,Celum |,Performer |,Non-combat |,,4,72,5
Galina,Galina |,Female |,,Human |,Alive |,Players of Celum |,Izril |,Invrisil | The Wandering Inn |,Performer |,Non-combat |,,4,127,2
Temile,Temile |,Male |,,Human |,Alive |,Players of Celum |,Izril |,Celum | The Wandering Inn | Invrisil |,Performer |,Non-combat |,https://wiki.wanderinginn.com/images/9/9d/Temile_by_Enuryn.png,4,277,6
Iratze,Iratze |,Male |,21 |,Human |,Alive |,Pomle |,Chandrar |,Pomle |,Soldier |,Warrior |,,4,109,7
Vandum,Vandum |,Male |,51 |,String Person |,Alive |,Pomle |,Chandrar |,Pomle |,Mayor | Soldier |,Warrior |,,4,225,9
Mectail,Mectail | Mectail the Striker |,Male |,,String Person |,Alive |,Pomle |,Chandrar |,Nerrhavia's Fallen |,Performer |,Warrior |,,4,141,8
Xil,Xil |,Male |,70 |,Garuda |,Deceased |,Pomle | Nerrhavia's Fallen |,Chandrar |,Pomle |,Soldier |,Warrior |,,4,203,5
Emper,Emper |,Male |,,String Person |,Alive |,Pomle | Stargazer's Promise |,Izril |,Great Plains |,Adventurer |,Warrior |,,4,70,3
Gilam,Gilam Quellae |,Male |,,Human |,Alive |,Quellae Family | Bloodfeast Raiders |,Izril |,North Izril |,Noble |,Warrior |,,4,128,5
Leafarmor,Leafarmor |,Female |,,Hobgoblin | Goblin |,Alive |,Redfang Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/3/3c/Gobo_study_leafarmor_by_mg.jpg,4,102,7
Shineshield,Shineshield | Shineshield |,Female |,,Goblin |,Alive |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Goblinhome |,Soldier |,Warrior |,,4,27,7
Orangepoo,Orangepoo |,Male |,,Goblin |,Deceased |,Redfang Tribe | Flooded Waters Tribe |,Izril |,Liscor | Esthelm |,Soldier |,Warrior |,,4,10,3
Bugear,Bugear |,Male |,,Hobgoblin | Goblin |,Deceased |,Redfang Tribe | Flooded Waters Tribe |,Izril |,North Izril |,Soldier |,Warrior |,https://wiki.wanderinginn.com/images/b/b5/Gobo_study_bugear_by_mg.jpg,4,64,3
Tengrip,Tengrip | Tengrip |,Male |,,Human |,Alive |,Reim |,Chandrar |,Reim |,Soldier | Vassal |,Warrior |,,4,34,4
Ytol,Ytol |,Male |,,,Alive |,Reim |,Chandrar |,Reim |,Mage | Vassal | ,Mage |,,4,66,7
Rittane,Rittane |,Female |,7 |,Human |,Alive |,Rheirgeist | The Wandering Inn,Izril |,Rheirgest | Liscor |,Child |,Non-combat |,,4,121,9
Dorkel,Dorkel |,Male |,,Human |,Alive |,Rheirgest |,Izril |,Rheirgest |,Mage |,Mage |,,4,59,9
Tessia,Tessia |,Female |,,Human |,Alive |,Riverfarm | Unseen Empire |,Izril |,Riverfarm |,Knight | Smith |,Warrior |,,4,72,4
Shaullile,Shaullile |,Female |,26 |,Drake |,Alive |,Roshal |,Chandrar |,Roshal |,Noble | Crime |,Non-combat |,,4,78,9
Qshom,Qshom |,Male |,,Dullahan |,Alive |,Roshal |,Chandrar |,Zeikhal |,Artisan | Slave |,Non-combat |,,4,107,8
Rophir,Rophir |,Male |,,Half-Elf |,Alive |,Roshal |,Chandrar |,Zeikhal |,Assassin |,Rogue |,,4,134,8
Thatalocian,Thatalocian Reevis |,Male |,,Human |,Alive |,Roshal |,Chandrar |,Roshal |,Noble | Crime |,Non-combat |,,4,101,9
Pazeral,Pazeral |,Male |,39 |,Jinn | String Person |,Alive |,Roshal |,Chandrar |,Roshal |,Noble | Crime |,Non-combat |,,4,95,9
Igheriz,Igheriz | Caravan Leader Igheriz |,Male |,,String Person |,Deceased |,Roshal |,Chandrar |,Roshal |,Crime | Merchant |,Non-combat |,,4,439,8
Xorespe,Xorespe | Emissary Xorespe |,Male |,,Naga | Lizardfolk |,Alive |,Unaffiliated |,Baleros |,Jungle |,Ambassador |,Non-combat |,,4,12,9
Worroar,Worroar | Waterbear | Waterbear of Cerun |,Female |,,Beastkin |,Alive |,Runner's Guild |,Baleros | Sea |,Boat |,Courier | Runner |,Non-combat |,,4,28,7
Charlay,Charlay | Charlay the Dustrider | Dustrider Charlay | Dusty Charlay |,Female |,,Centaur |,Alive |,Runner's Guild |,Izril |,Riverfarm | Reizmelt |,Runner |,Non-combat |,https://wiki.wanderinginn.com/images/d/de/Charlay_by_JohnDoe.jpg,4,679,6
Lacel,Lacel | Lacel the Leaper |,Male |,,Human |,Deceased |,Runner's Guild |,Izril |,North Izril |,Courier | Runner |,Non-combat |,,4,68,7
Raich,Raich | Raich the Path |,Female |,,Human |,Alive |,Runner's Guild |,Izril |,Celum |,Runner |,Non-combat |,,4,89,9
Herove,Herove Canidus | Shield-Runner Herove |,Male |,,Human |,Deceased |,Runner's Guild | Order of Solstice |,Izril |,Celum |,Runner | Knight |,Warrior |,,4,102,9
Losve,Losve |,Female |,,,Alive |,Rustangmarder | Reim |,Chandrar |,Reim |,General | Vassal |,Mage | Leader |,,4,47,10
Eschowar,Eschowar Erchirite |,Male |,87 |,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,4,98,9
Helessia,Helessia Gemscale |,Female |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,4,71,6
Brilm,Brilm | Wall Lord Brilm |,Male |,,Drake |,Alive |,Salazsar |,Izril |,Salazsar |,Noble |,Non-combat |,,4,151,6
Telleis,Telleis |,Female |,,Human |,Alive |,Unaffiliated |,Terandria |,Samal |,Royal |,Warrior |,,4,40,9
Omusc,Omusc |,Female |,,Drowned Person |,Alive |,Savere |,Chandrar |,Savere |,Soldier | Crime |,Warrior |,,4,213,8
Merdon,Merdon | Crowdcaller Merdon | Loud Lad |,Male |,,Human |,Alive |,Shield of Tenbault | Orchestra |,Izril |,Tenbault |,Adventurer | Guard |,Warrior |,,4,119,8
Xeu,Xeu |,Female |,,Antinium |,Alive |,Silent Antinium | Fellowship of the Inn |,Izril |,Hivelands |,Prognugator |,Rogue |,,4,114,7
Cetrule,Cetrule |,Male |,,Gnoll |,Deceased |,Silverfang Tribe |,Izril |,Great Plains |,Shaman |,Mage |,,4,187,1
Cers,Cers Silverfang |,Male |,9 |,Gnoll |,Alive |,Silverfang Tribe |,Izril |,Great Plains |,Child |,Non-combat |,,4,128,1
Raekea,Raekea Silversmith | Raeky |,Female |,,Gnoll |,Alive |,Silverfang Tribe |,Izril |,Liscor |,Smith | Mayor |,Non-combat |,,4,317,5
Seru’nial,Seru'nial | The Gnoll Who Flew |,Female |,,Gnoll |,Deceased |,Unaffiliated,Izril |,Great Plains |,Chieftain |,Leader |,,4,19,8
Riz,Riz | Facecarver Riz |,Female |,,Human |,Alive |,Unaffiliated |,Izril |,Invrisil |,Adventurer |,Rogue |,,4,36,9
Uxel,Uxel | Commander Uxel |,Male |,,Gorgon | Lizardfolk |,Deceased |,Blighted Kingdom |,Rhir |,Blighted Kingdom | 4th Wall |,Soldier |,Leader |,,4,147,7
Prha,Prha |,Female |,27 |,Gnoll |,Alive |,Stone Spears Tribe |,Izril |,Great Plains |,Soldier |,Archer |,,4,69,8
Peslas,Peslas Folktale |,Male |,,Drake |,Alive |,Unaffiliated |,Izril |,Liscor |,Innkeeper |,Non-combat |,,4,110,2
Oiena,Oiena Zessoprical |,Female |,,Human |,Alive |,Ailendamus |,Terandria |,Ailendamus |,Royal | Child |,Non-combat |,,4,157,8
Inky,Inky |,Female |,,Drowned Person |,Alive |,Unaffiliated |,Sea |,Boat |,Sailor |,Warrior |,https://wiki.wanderinginn.com/images/1/1a/Inky_by_JohnDoe.jpg,4,138,6
Bviora,Bviora Stormless |,Female |,,Human |,Deceased |,Unaffiliated |,Izril |,Liscor |,Crime |,Rogue |,,4,126,9
Selphid Geneva,Selphid Geneva | Other Geneva | Alternate Geneva | Selphid-Geneva | Mind-Geneva | Evil-Geneva |,Female |,1 |,Selphid |,Unknown |,The Minds |,Baleros |,Gathering Citadel |,Doctor | Vassal |,Non-combat |,https://wiki.wanderinginn.com/images/3/31/Genevil_by_Brack.jpg,4,79,9
Ressk,Ressk |,Nonbinary |,,Selphid |,Deceased |,The Minds |,Baleros |,Gathering Citadel |,Guard |,Warrior |,,4,45,8
Continuum,Continuum | The First Mind |,Nonbinary |,,Mind | Selphid |,Deceased |,The Minds | Bodies of Fellden |,Baleros |,Gathering Citadel |,Monarch | Ambassador |,Non-combat |,,4,33,8
Dictum,Dictum | The Third Mind |,Nonbinary |,,Mind | Selphid |,Alive |,The Minds | Bodies of Fellden |,Baleros |,Gathering Citadel |,Monarch | Doctor |,Non-combat |,,4,69,8
Sympathy,Sympathy | The Fifth Mind |,Nonbinary |,,Mind | Selphid |,Deceased |,The Minds | Bodies of Fellden |,Baleros |,Gathering Citadel |,Monarch | Intellect |,Non-combat |,,4,31,6
Egress,Egress | The Sixth Mind |,Nonbinary |,602 |,Mind | Selphid |,Deceased |,The Minds | Bodies of Fellden |,Baleros |,Gathering Citadel |,Monarch | Smith |,Non-combat |,,4,47,8
Vensha,Vensha | Dame Vensha |,Female |,62 |,Human |,Alive |,Thronebearers | Calanfer |,Terandria |,Calanfer |,Knight |,Warrior |,,4,52,9
Lormel,Lormel |,Male |,,Human |,Alive |,Thronebearers | Calanfer |,Terandria |,Calanfer |,Knight |,Warrior |,,4,341,8
Vasraf,Vasraf |,Male |,,Human |,Alive |,Tiqr |,Chandrar |,Tiqr |,General |,Leader |,,4,310,6
Cameral,Cameral |,Male |,,Dullahan |,Alive |,Titan's School |,Baleros |,Elvallian |,Strategist |,Leader |,,4,192,2
Merrik,Merrik Hostone |,Male |,,Dwarf |,Alive |,Titan's School |,Baleros |,Elvallian |,General |,Leader |,,4,559,6
Therrium,Therrium Sailwinds |,Male |,,Drowned Person |,Alive |,Unaffiliated |,Sea |,Boat |,Sailor |,Warrior |,,4,274,7
Cawe,Cawe |,Female |,,Garuda |,Deceased |,Unaffiliated |,Chandrar |,Zeikhal |,Assassin |,Rogue |,,4,307,8
Eloque,Eloque |,Female |,,Lizardfolk |,Alive |,Unaffiliated |,Baleros | Chandrar |,Jungle | Zeikhal |,Slave |,Non-combat |,,4,393,8
Idis,Idis |,Nonbinary |,,Selphid |,Deceased |,Unaffiliated |,Baleros |,Talenqual | Gathering Citadel |,Guard | Doctor |,Warrior |,,4,352,7
Bearig,Bearig |,Male |,,String Person |,Alive |,Unaffiliated |,Chandrar |,Zeikhal |,Chef |,Non-combat |,,4,282,8
Nollesc,Nollesc |,Male |,,Drowned Person | Drake |,Alive |,Unaffiliated |,Izril |,The Wandering Inn |,Assassin |,Rogue |,,4,30,9
Lorent,Lorent |,Male |,,Dullahan |,Alive |,Unaffiliated |,Izril |,Pallass |,Artisan |,Non-combat |,,4,69,6
Zemmy,Zemmy |,Male |,18 |,Fraerling |,Alive |,Unaffiliated |,Baleros |,Fraerling Village |,Guard |,Warrior |,,4,119,10
Eurise,Eurise |,Male |,,Fraerling |,Alive |,Unaffiliated |,Baleros |,Fraerling Village |,Guard |,Warrior |,,4,175,10
Falamizural,Falamizural |,Female |,,Garuda |,Alive |,Unaffiliated |,Izril |,Bloodfields | Great Plains |,Soldier |,Mage |,,4,68,10
Gamur,Gamur | Gamur the Axe |,Male |,,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains |,Adventurer |,Warrior |,,4,107,8
Gadiekh,Gadiekh | World-Pact Adventurer |,Male |,,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains |,Adventurer |,Warrior |,,4,28,8
Vokkhar,Vokkhar | Vok |,Male |,16 |,Gnoll |,Alive |,Unaffiliated |,Izril |,Cellidel | Liscor |,Child | Guard |,Warrior |,,4,178,8
Izikere,Izikere | Izikere the Guardian |,Female |,300 |,Goblin |,Alive |,Unaffiliated |,Isles |,Isle of Goblins |,Noble |,Mage | Leader |,,4,47,9
Zacheales,Zacheales | Putrid One |,Male |,,Half-Elf |,Deceased |,Unaffiliated |,Izril |,Village of the Dead |,Mage |,Mage |,,4,169,2
Jespeire,Jespeire |,Male |,,Half-Elf |,Alive |,Unaffiliated |,Izril | Terandria |,New Lands |,Guard |,Warrior |,,4,47,9
Lael,Lael |,Female |,32 |,Human |,Alive |,Unaffiliated |,Chandrar |,Belchan | Jecrass |,General |,Leader |,,4,157,7
Lasc,Lasc | Captain Lasc |,Male |,,Human |,Alive |,Unaffiliated |,Sea |,Boat |,Sailor |,Leader |,,4,448,7
Gewilena,Gewilena |,Female |,35 |,Human |,Deceased |,Unaffiliated |,Terandria |,Ailendamus |,Mage | Intellect |,Mage |,,4,49,8
Gregori,Gregori Solstice | Greg |,Male |,,Human |,Alive |,Unaffiliated |,North America |,Michigan |,Ambassador |,Non-combat |,,4,204,7
Merxel,Merxel | Master Merxel |,Male |,,Human |,Deceased |,Unaffiliated |,Izril |,Invrisil |,Crime |,Non-combat |,,4,140,7
Ad,Ad | Captain Ad |,Male |,,Human |,Alive |,Unaffiliated |,Sea |,Boat |,Doctor |,Non-combat |,,4,60,4
Madain,Madain | Mad Madain |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Reizmelt |,Innkeeper |,Non-combat |,https://wiki.wanderinginn.com/images/d/d7/Madains_inn_by_brack.jpg,4,185,6
Baosar,Baosar Yeothrix | Baosar of A'ctelios |,Male |,41 |,Human |,Unknown |,Unaffiliated |,Chandrar |,A'ctelios Salash |,Monarch |,Non-combat |,https://wiki.wanderinginn.com/images/b/b8/Baosar_%28Closeup%29_by_Cortz.png,4,75,7
Eliasor,Eliasor Melissar |,Female |,10 |,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Noble |,Non-combat |,,4,135,4
Alman,Alman Sanito |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Noble |,Non-combat |,,4,169,7
Erill,Erill Fienst | Big E |,Male |,,Human |,Alive |,Unaffiliated |,Izril |,Veltras Lands |,Noble | Merchant |,Non-combat |,,4,136,5
Feathi,Feathi | Erafeathithius |,Female |,,Pegasus |,Alive |,Unaffiliated |,Izril |,Oteslia |,Adventurer |,Warrior |,,4,50,7
Viecel,Viecel Cohex | Viecel the Gambler | Viecel the Mad Gambler | Viecel the Mad Better | Luckless |,Male |,,Selphid |,Alive |,Unaffiliated |,Izril |,Adventurer's Haven,Adventurer |,Mage |,,4,92,9
Elucina,Elucina | Rebel of String |,Female |,2000 |,String Person |,Deceased |,Unaffiliated |,Chandrar |,Nerrhavia's Fallen |,Hero |,Leader |,,4,126,8
Caleis,Caleis Berkesson | Favor of the North |,Male |,,String Person |,Alive |,Unaffiliated |,Izril |,North Izril |,Adventurer |,Warrior |,https://wiki.wanderinginn.com/images/6/68/Caleis_Berkesson_by_mg.jpg,4,23,9
Ivery,Ivery |,Nonbinary |,,Undead |,Active |,Unaffiliated |,Chandrar |,Zeikhal |,Soldier |,Warrior |,,4,58,8
Jackal,Jackal | Jack |,Male |,,,Alive |,Unaffiliated |,Izril |,North Izril |,Adventurer |,Archer |,,4,95,1
Resk,Resk | Alchimagus Resk |,Male |,40 |,Fraerling |,Alive |,United Nations |,Baleros |,Paeth |,Alchemist | Mage |,Mage |,,4,274,8
Priya,Priya |,Female |,,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Chef | Doctor |,Non-combat |,,4,37,6
Kirana,Kirana |,Female |,18 |,Human |,Alive |,United Nations |,Baleros |,Talenqual |,Innkeeper |,Non-combat |,,4,215,6
Tofte,Tofte |,Male |,,Human |,Alive |,United Nations | Bushrangers |,Baleros |,Talenqual |,Adventurer |,Archer |,,4,51,6
Ram,Ram Shackl |,Male |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Farmer | Vassal |,Non-combat |,,4,217,4
Beatica,Beatica |,Female |,42 |,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Mayor |,Non-combat |,,4,145,6
Yesel,Yesel | Miss Yesel |,Female |,,Human |,Alive |,Unseen Empire |,Izril |,Riverfarm |,Vassal | Artisan |,Non-combat |,,4,212,3
Elmmet,Elmmet Patterson |,Male |,,Human |,Deceased |,Unseen Empire |,Izril |,Riverfarm |,Mayor | Crime |,Rogue |,,4,102,6
Pattin,Pattin | Lord Pattin of Vaunt |,Male |,,Human |,Alive |,Vaunt |,Izril |,Vaunt | ,Noble |,Non-combat |,,4,62,5
Rael,Rael Veniford |,Male |,,Human |,Alive |,Veniford Family |,Izril |,North Izril |,Noble |,Non-combat |,,4,143,5
Larr,Larr |,Male |,,Gnoll |,Alive |,Vuliel Drae | Hawkarrow Tribe |,Izril |,Liscor |,Adventurer |,Archer |,,4,167,4
Soloxenethn,Soloxenethn | Fury of the Skies | Fury of Skies | Fury of the Winds | Fury of Winds |,Male |,,Human |,Alive |,Pomle |,Chandrar |,Pomle |,Soldier |,Warrior |,,4,336,7
Gaxiela,Gaxiela | Taxiela | Galei |,Male |,,Centaur |,Alive |,Wistram |,Wistram |,Wistram |,Crime | Mage |,Mage | Rogue |,,4,142,7
Isceil,Isceil |,Male |,,Drake |,Deceased |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,4,348,6
Kishkeria,Kishkeria | Archmage of the Eternal Grasslands |,Female |,,Gnoll |,Deceased |,Wistram |,Chandrar |,Zeikhal |,Archmage | Mage |,Mage |,,4,28,5
Toerika,Toerika | Archmage of Moment |,Female |,,Human |,Alive |,Wistram |,Terandria |,Taimaguros |,Archmage | Mage |,Mage |,,4,29,9
Rievan,Rievan Forstrom |,Male |,,Human |,Alive |,Wistram |,Wistram |,Wistram |,Mage | Intellect |,Mage |,,4,88,3
Timor,Timor du Havrington |,Male |,,Human |,Deceased |,Wistram |,Wistram |,Wistram |,Mage | Noble |,Mage |,,4,62,3
Erik,Erik Muller |,Male |,,Human |,Alive |,Wistram |,Wistram |,Wistram |,Performer |,Non-combat |,,4,38,7
Lamont,Lamont |,Male |,23 |,Human |,Alive |,Wistram |,Wistram | Sea |,Wistram | Boat |,Sailor |,Non-combat |,,4,137,6
Sa’la,Sa'la | Herbalist Sa'la |,Female |,,Selphid |,Alive |,Wistram |,Wistram |,Wistram |,Mage |,Mage |,,4,71,7
Ulinde,Ulinde |,Nonbinary |,,Selphid |,Deceased |,Wistram | Halfseekers |,Wistram |,Wistram |,Mage | Adventurer |,Mage |,,4,490,6
Sidney,Sidney |,Female |,14 |,Human |,Alive |,Wistram |,Wistram |,Wistram |,Child |,Non-combat |,https://wiki.wanderinginn.com/images/c/cd/Sidney_%28Zoomed_In%29_by_JohnDoe.jpg,4,56,7
Somillune,Somillune | Witch of Ash |,Female |,,,Deceased |,Witches |,Kasignel |,Kasignel |,Witch |,Mage |,,4,35,8
Prixall,Prixall |,Female |,61 |,Hobgoblin | Goblin |,Alive |,Witches | Molten Stone Tribe |,Izril |,Deuse Valley |,Witch | Shaman |,Mage |,https://wiki.wanderinginn.com/images/d/db/Playful_Radiant_Fishies_by_Lanrae.png,4,86,8
Oliyaya,Oliyaya |,Female |,,Human |,Deceased |,Witches | Unseen Empire |,Izril |,Riverfarm |,Witch |,Mage |,https://wiki.wanderinginn.com/images/c/c7/Oliyaya-cutout-by-yura.png,4,262,6
Agratha,Agratha |,Female |,,Human |,Alive |,Witches | Unseen Empire |,Izril |,Riverfarm |,Witch | Intellect |,Mage |,,4,217,6
Werri,Werri | Werina |,Female |,26 |,Gnoll |,Alive |,Unaffiliated |,Izril |,Great Plains |,Chieftain |,Leader |,,4,118,8
Homle,Homle |,Male |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Merchant |,Non-combat |,,4,56,10
Yorrned,Yorrned |,Male |,,Human |,Alive |,Yorrned Caravan |,Izril |,New Lands |,Merchant |,Non-combat |,,4,125,10
Femar,Femar | The Sharkcaptain of Zeres | Captain Femar | Femar of Zeres | [Shark Captain] of Zeres |,Male |,,Drake |,Alive |,Zeres |,Izril |,Zeres |,Sailor | Soldier |,Warrior |,,4,90,7
Vexil,Vexil |,Male |,,Human |,Deceased |,Ailendamus |,Terandria |,Ailendamus |,General |,Leader |,,5,55,8
Veine,Veine Ecleith |,Female |,,Human |,Deceased |,Ailendamus |,Terandria |,Ailendamus |,Strategist |,Leader |,,5,146,9
Nube,Nube |,Nonbinary |,,Mimic |,Alive |,Ailendamus | Immortals |,Terandria |,Ailendamus |,Noble | ,Warrior |,,5,15,8
Merila,Merila | Dame of the Hills | Hill-Knight | Knight of the Hills |,Female |,,Half-Giant |,Alive |,Ailendamus | Order of the Hydra |,Terandria |,Ailendamus |,Knight |,Warrior |,https://wiki.wanderinginn.com/images/8/89/Merila-by-pkay.png,5,124,8
Thuile,Thuile |,Female |,,Human |,Alive |,Ailendamus | Order of the Hydra |,Terandria |,Ailendamus |,Knight |,Warrior |,,5,61,8
Eclizza,Eclizza | The Pale Serpent of Ailendamus |,Female |,,Human |,Deceased |,Ailendamus | Order of the Thirsting Veil |,Terandria |,Ailendamus |,Knight |,Warrior |,,5,26,8
Sithorn,Sithorn | Sithorn | Ferin | Threadbearer |,Male |,57 |,Human |,Deceased |,Assassin's Guild |,Izril |,Invrisil |,Assassin |,Rogue |,,5,67,7
Mire,Mire | Mire the Alchemist | Chena Vall |,Female |,,Human |,Deceased |,Assassin's Guild |,Izril |,Invrisil |,Assassin |,Rogue |,,5,59,7
Oom II,Oom |,Male |,1 |,Slime |,Alive |,Az'kerash | Chosen |,Izril |,Bloodfields |,Vassal |,Warrior |,,5,254,2
Nekhti,Nekhi | Toren | Tor | Miss Swordswoman | Miss Warrior | Nekhti |,Male |,,Undead |,Active |,Az'kerash | Chosen |,Izril |,The Wandering Inn | Liscor | Bloodfields |,Innkeeper | Guard |,Non-combat |,https://wiki.wanderinginn.com/images/c/c4/Toren_in_full_outfit_by_DemonicCriminal.jpg,5,42,7
Wesixa,Wesixa |,Female |,1 |,Undead |,Active |,Az'kerash | Chosen |,Izril |,Bloodfields |,Vassal |,Rogue |,,5,26,8
Reizet,Reizet |,Female |,,Gnoll |,Deceased |,Plain's Eye Tribe |,Izril |,Great Plains |,Chieftain |,Leader |,,5,56,8
Erille,Erille |,Female |,10 |,Human |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom |,Royal | Child |,Non-combat |,,5,81,4
Viri,Viri Taxshirul |,Male |,,Lizardfolk |,Alive |,Blighted Kingdom |,Rhir |,Blighted Kingdom | 4th Wall |,Soldier |,Leader |,,5,162,7
Irrel,Irrel |,Male |,16 |,Dorhmin | Ogre |,Alive |,Bloodtear Pirates |,Sea |,Boat |,Pirate |,Warrior |,https://wiki.wanderinginn.com/images/8/8b/Irrey-by-ArtsyNada.jpg,5,52,9
Lidera,Lidera |,Female |,72 |,Drowned Person |,Deceased |,Bloodtear Pirates |,Sea |,Boat |,Pirate |,Leader | Mage |,,5,37,9
Dovom,Dovom |,Male |,,Drowned Person |,Alive |,Bloodtear Pirates |,Sea |,Boat |,Pirate |,Leader | Warrior |,,5,33,9
Zoler,Zoler |,Female |,,Dullahan |,Alive |,Bloodtear Pirates |,Sea |,Boat |,Pirate |,Leader | Warrior |,,5,56,9
Aldrail,Aldrail |,Male |,,Gnoll |,Deceased |,Bloodtear Pirates |,Sea |,Boat |,Pirate |,Leader | Warrior |,,5,129,8
Gorry,Gorry |,Male |,,Gnoll |,Alive |,Bloodtear Pirates |,Sea |,Boat |,Pirate |,Warrior |,,5,55,8
Korizan,Korizan Reeles |,Male |,,,Alive |,Bloodtear Pirates | Bloodfeast Raiders | Roshal |,Izril |,North Izril |,Crime |,Warrior | Leader |,,5,86,9
Lothen,Lothen du Marquin |,Male |,,Human |,Alive |,Calanfer | House Marquin | Avel |,Terandria |,Avel |,Royal |,Non-combat |,,5,15,9
Possel,Possel | Pos |,Male |,,Drake |,Alive |,Unaffiliated |,Izril |,Cellidel |,Guard |,Warrior |,,5,136,8
Quelm,Quelm |,Male |,,Human |,Alive |,Celum |,Izril |,Celum |,Alchemist |,Non-combat |,,5,54,6
Ulia,Ulia Ovena |,Female |,,Human |,Alive |,Celum |,Izril |,Celum |,Innkeeper |,Non-combat |,,5,52,4
Cetris,Cetris Duiland |,Male |,,Human |,Alive |,Celum |,Izril |,Celum |,Mayor |,Non-combat |,,5,88,7
Voloke,Voloke |,Male |,,Human |,Alive |,Unaffiliated |,Terandria |,Cenidau |,Noble |,Warrior |,,5,34,9
Teithde,Teithde Verithe | Teithde Cirullina Verithe Wellfar |,Female |,41 |,Human |,Alive |,Unaffiliated |,Izril |,North Izril |,Adventurer |,Mage |,,5,23,9
Nemor,Nemor | Great Mage Nemor |,Male |,,Human |,Deceased |,Circle of Thorns |,Izril |,Invrisil |,Mage |,Mage |,,5,56,3
Merlilon,Merlilon | Collector |,Male |,,Human |,Alive |,Circle of Thorns |,Izril |,North Izril |,Crime | ,Non-combat |,,5,60,5
Greg,Greg |,Male |,,Human |,Alive |,Earthers | ,Terandria |,Noelictus |,Performer |,Non-combat |,,5,190,7
